Reg_ID,State,District,Vehicle_Type,Manufacturer,Model,Price,Battery_Capacity,Range_KM,Registration_Date
2457,Tamil Nadu,District-44,3W,Kinetic,Model-17,215041,36,184,2025-05-25
2458,Maharashtra,District-36,2W,Ather,Model-14,114858,3,244,2024-07-28
2459,Delhi,District-43,2W,Ola Electric,Model-12,148277,19,160,2024-01-10
2460,Karnataka,District-7,3W,Mahindra,Model-4,203230,9,532,2025-06-17
2461,Karnataka,District-33,2W,Bajaj,Model-9,98081,27,232,2025-10-30
2462,Uttar Pradesh,District-19,3W,Piaggio,Model-20,336884,17,576,2023-04-04
2463,Karnataka,District-40,4W,Tata,Model-18,1976750,35,342,2024-12-26
2464,Telangana,District-23,2W,Ola Electric,Model-5,112910,34,373,2024-06-01
2465,Maharashtra,District-33,4W,MG,Model-18,907672,51,292,2024-06-03
2466,Kerala,District-19,4W,MG,Model-4,860017,27,514,2023-07-26
2467,Delhi,District-41,4W,Hyundai,Model-16,1759016,33,508,2023-08-14
2468,Uttar Pradesh,District-15,Cargo,Tata Ace EV,Model-12,418531,2,373,2024-07-08
2469,Maharashtra,District-33,2W,Ather,Model-15,170870,4,509,2023-10-01
2470,Uttar Pradesh,District-36,2W,TVS,Model-11,119324,40,536,2025-12-30
2471,Maharashtra,District-47,2W,Bajaj,Model-4,177980,42,546,2025-01-22
2472,Karnataka,District-30,Cargo,Tata Ace EV,Model-16,427401,13,363,2025-01-12
2473,Rajasthan,District-3,2W,Ather,Model-2,169263,50,62,2024-04-22
2474,Kerala,District-5,2W,Bajaj,Model-3,106978,51,478,2023-10-02
2475,Delhi,District-26,2W,Bajaj,Model-3,99555,60,158,2023-03-26
2476,Gujarat,District-25,4W,Mahindra,Model-17,893619,37,428,2024-12-08
2477,Delhi,District-12,2W,Ather,Model-3,130684,5,103,2025-05-17
2478,Uttar Pradesh,District-42,2W,Ather,Model-9,111494,48,166,2024-03-03
2479,Maharashtra,District-3,2W,Ather,Model-4,109889,27,149,2023-02-28
2480,Kerala,District-42,2W,TVS,Model-4,147430,26,179,2023-11-08
2481,Karnataka,District-34,3W,Piaggio,Model-14,224687,47,513,2025-05-13
2482,Maharashtra,District-35,2W,Bajaj,Model-4,98816,28,383,2024-07-05
2483,Delhi,District-24,3W,Kinetic,Model-10,296053,14,113,2023-08-09
2484,Karnataka,District-6,2W,Ola Electric,Model-18,133247,20,102,2025-03-31
2485,Rajasthan,District-27,3W,Kinetic,Model-16,215507,53,315,2025-05-15
2486,Karnataka,District-20,2W,Ola Electric,Model-2,109967,35,407,2025-11-29
2487,Kerala,District-30,4W,Hyundai,Model-5,1177775,49,72,2025-08-27
2488,Karnataka,District-11,4W,Tata,Model-8,806197,13,96,2024-02-27
2489,Karnataka,District-50,2W,Ola Electric,Model-15,99861,53,576,2024-09-30
2490,Maharashtra,District-12,2W,Ather,Model-8,146075,16,268,2023-06-08
2491,Delhi,District-22,4W,Tata,Model-4,962941,52,546,2025-12-27
2492,Karnataka,District-16,3W,Piaggio,Model-16,288405,13,597,2025-08-15
2493,Delhi,District-1,3W,Kinetic,Model-9,318940,57,573,2024-03-21
2494,Maharashtra,District-24,2W,Bajaj,Model-9,148957,42,438,2025-10-13
2495,Tamil Nadu,District-24,Cargo,Tata Ace EV,Model-13,489507,48,127,2025-05-23
2496,Delhi,District-29,2W,TVS,Model-16,99897,14,573,2023-12-25
2497,Uttar Pradesh,District-9,2W,Bajaj,Model-3,148222,44,175,2024-09-02
2498,Delhi,District-50,4W,Mahindra,Model-20,1871583,44,584,2025-01-30
2499,Karnataka,District-14,2W,Ola Electric,Model-16,107207,21,425,2024-07-31
2500,Karnataka,District-24,Cargo,Tata Ace EV,Model-7,274866,56,520,2024-05-30
2501,Karnataka,District-31,2W,Bajaj,Model-5,139650,38,574,2024-03-06
2502,Delhi,District-36,3W,Mahindra,Model-5,201040,38,99,2024-02-08
2503,Delhi,District-8,2W,Ola Electric,Model-2,174210,28,321,2023-02-28
2504,Gujarat,District-15,4W,Mahindra,Model-8,1933210,18,189,2023-06-22
2505,Delhi,District-43,2W,Ola Electric,Model-10,103950,16,402,2025-05-02
2506,Delhi,District-20,2W,Ola Electric,Model-19,157580,18,372,2024-08-28
2507,Maharashtra,District-27,4W,MG,Model-18,1545860,45,119,2025-09-08
2508,Karnataka,District-9,Cargo,Euler,Model-7,284773,2,296,2024-12-12
2509,Karnataka,District-42,2W,Ola Electric,Model-3,147780,33,184,2025-01-15
2510,Kerala,District-24,2W,TVS,Model-1,177535,40,75,2025-11-25
2511,Gujarat,District-18,2W,Ola Electric,Model-15,127825,11,65,2025-09-11
2512,Maharashtra,District-40,3W,Kinetic,Model-2,260262,5,514,2023-10-23
2513,Haryana,District-3,2W,Bajaj,Model-1,101625,16,319,2024-02-27
2514,Uttar Pradesh,District-32,3W,Kinetic,Model-16,218482,24,424,2023-02-18
2515,Tamil Nadu,District-22,2W,Bajaj,Model-6,114073,47,418,2024-07-12
2516,Uttar Pradesh,District-11,3W,Kinetic,Model-10,338634,35,473,2024-09-13
2517,Maharashtra,District-48,3W,Kinetic,Model-4,293379,12,326,2025-08-08
2518,Delhi,District-17,Cargo,Tata Ace EV,Model-8,451726,16,86,2024-11-13
2519,Maharashtra,District-49,3W,Kinetic,Model-8,336351,54,357,2023-03-06
2520,Delhi,District-14,2W,Ather,Model-1,139982,14,397,2024-01-01
2521,Maharashtra,District-1,3W,Piaggio,Model-14,254371,40,48,2024-08-22
2522,Uttar Pradesh,District-49,2W,Bajaj,Model-11,105138,23,114,2023-04-08
2523,Maharashtra,District-33,2W,Bajaj,Model-16,139780,48,482,2024-11-16
2524,Maharashtra,District-23,Cargo,Tata Ace EV,Model-3,381282,33,394,2023-02-16
2525,Maharashtra,District-35,2W,TVS,Model-3,157909,33,63,2023-01-23
2526,Karnataka,District-7,2W,TVS,Model-19,159665,49,588,2025-10-19
2527,Maharashtra,District-48,2W,Bajaj,Model-14,152741,35,589,2023-12-26
2528,Maharashtra,District-37,Bus,Tata Motors,Model-19,4932885,54,492,2024-01-14
2529,Maharashtra,District-48,2W,Bajaj,Model-7,137581,46,568,2025-06-19
2530,Delhi,District-40,2W,Ather,Model-4,106234,15,546,2025-11-13
2531,Maharashtra,District-3,4W,Mahindra,Model-14,1585674,10,419,2024-12-26
2532,Tamil Nadu,District-8,3W,Piaggio,Model-4,235652,8,151,2023-05-02
2533,Tamil Nadu,District-47,2W,Ola Electric,Model-2,169492,40,68,2023-10-18
2534,Haryana,District-16,Cargo,Tata Ace EV,Model-17,491738,32,187,2023-12-01
2535,Karnataka,District-40,2W,Bajaj,Model-7,92765,4,61,2025-03-14
2536,Tamil Nadu,District-6,2W,TVS,Model-16,160170,18,296,2025-12-31
2537,Kerala,District-35,2W,Ola Electric,Model-17,142684,18,113,2023-05-08
2538,Delhi,District-20,2W,Bajaj,Model-1,117672,45,415,2025-05-14
2539,Kerala,District-7,2W,TVS,Model-7,145962,12,476,2025-02-26
2540,Gujarat,District-47,4W,Hyundai,Model-11,957219,8,557,2023-07-09
2541,Uttar Pradesh,District-1,3W,Mahindra,Model-15,265321,31,133,2023-07-22
2542,Gujarat,District-2,2W,TVS,Model-20,115094,53,408,2023-03-29
2543,Tamil Nadu,District-1,2W,Ather,Model-19,165360,17,467,2024-03-06
2544,Tamil Nadu,District-25,3W,Piaggio,Model-11,211343,53,194,2023-08-18
2545,Delhi,District-2,3W,Kinetic,Model-13,233521,39,555,2024-07-06
2546,Karnataka,District-37,2W,Bajaj,Model-7,168352,42,419,2023-08-18
2547,Telangana,District-26,3W,Kinetic,Model-17,231320,29,579,2024-07-21
2548,Maharashtra,District-40,2W,Bajaj,Model-16,140618,6,257,2023-09-09
2549,Rajasthan,District-29,2W,Bajaj,Model-7,144458,3,510,2025-06-01
2550,Maharashtra,District-38,3W,Kinetic,Model-17,222690,51,459,2024-07-03
2551,Maharashtra,District-6,2W,TVS,Model-10,167193,45,549,2024-06-13
2552,Tamil Nadu,District-9,2W,Ola Electric,Model-5,98327,34,291,2025-09-05
2553,Karnataka,District-2,2W,TVS,Model-18,167003,19,264,2023-10-09
2554,Uttar Pradesh,District-1,2W,Ather,Model-5,153963,55,47,2025-10-09
2555,Uttar Pradesh,District-32,2W,Ola Electric,Model-12,169616,47,528,2024-05-02
2556,Maharashtra,District-2,2W,TVS,Model-13,96007,60,292,2025-04-20
2557,Delhi,District-19,3W,Kinetic,Model-17,261461,59,77,2024-01-28
2558,Maharashtra,District-25,2W,TVS,Model-8,133972,53,84,2025-06-21
2559,Karnataka,District-16,3W,Mahindra,Model-15,344720,48,458,2025-03-29
2560,Maharashtra,District-5,2W,Ather,Model-20,177946,58,285,2025-12-10
2561,Tamil Nadu,District-8,4W,Tata,Model-3,1601559,18,77,2025-03-15
2562,Gujarat,District-22,2W,Ola Electric,Model-13,150901,20,70,2024-02-19
2563,Maharashtra,District-17,2W,Ola Electric,Model-14,129772,20,349,2023-09-10
2564,Tamil Nadu,District-40,4W,Tata,Model-15,946043,50,369,2024-12-17
2565,Maharashtra,District-31,2W,TVS,Model-10,165930,27,239,2023-04-11
2566,Delhi,District-1,3W,Kinetic,Model-10,290327,4,520,2025-12-12
2567,Kerala,District-8,2W,Ola Electric,Model-19,159121,26,286,2025-02-19
2568,Tamil Nadu,District-11,2W,Ather,Model-8,129261,37,82,2023-09-25
2569,Delhi,District-10,2W,Bajaj,Model-9,150025,8,552,2023-01-18
2570,Gujarat,District-1,4W,MG,Model-11,1617477,14,289,2025-12-10
2571,Gujarat,District-4,4W,Mahindra,Model-12,1779145,9,368,2023-12-21
2572,Karnataka,District-21,2W,TVS,Model-8,155867,33,318,2025-02-14
2573,Karnataka,District-14,2W,Ola Electric,Model-18,127727,54,296,2023-03-01
2574,Gujarat,District-34,4W,Tata,Model-20,1532680,27,495,2023-04-28
2575,Kerala,District-16,2W,Bajaj,Model-4,168385,33,65,2023-10-30
2576,Karnataka,District-5,2W,TVS,Model-6,110157,8,190,2023-03-08
2577,Maharashtra,District-3,2W,TVS,Model-18,172957,4,211,2025-11-14
2578,Maharashtra,District-34,3W,Mahindra,Model-8,217793,2,236,2024-08-22
2579,Kerala,District-20,2W,TVS,Model-13,150803,15,324,2025-12-02
2580,Tamil Nadu,District-1,3W,Kinetic,Model-8,238317,10,307,2024-04-26
2581,Maharashtra,District-44,2W,TVS,Model-17,100759,50,179,2025-02-23
2582,Maharashtra,District-17,3W,Mahindra,Model-6,337304,14,102,2025-03-13
2583,Delhi,District-46,2W,TVS,Model-16,163676,60,323,2023-11-11
2584,Karnataka,District-49,2W,Ola Electric,Model-12,148728,47,584,2024-06-18
2585,Karnataka,District-2,2W,Bajaj,Model-10,98055,30,77,2025-11-09
2586,Karnataka,District-44,4W,MG,Model-20,1848881,49,476,2025-06-25
2587,Maharashtra,District-35,2W,TVS,Model-8,162496,10,588,2023-05-01
2588,Karnataka,District-30,2W,Ather,Model-18,153568,39,178,2023-09-07
2589,Maharashtra,District-41,2W,Ola Electric,Model-13,171647,16,188,2025-08-04
2590,Maharashtra,District-17,3W,Mahindra,Model-7,227415,15,599,2025-07-14
2591,Gujarat,District-44,2W,Ola Electric,Model-10,145875,8,256,2024-06-19
2592,Maharashtra,District-46,Bus,Ashok Leyland,Model-7,4715280,47,189,2023-10-31
2593,Delhi,District-46,2W,Bajaj,Model-12,148618,26,214,2025-07-19
2594,Gujarat,District-19,3W,Piaggio,Model-11,282706,42,438,2024-06-26
2595,Haryana,District-9,2W,Ola Electric,Model-1,156212,34,278,2025-08-24
2596,Uttar Pradesh,District-17,2W,Ola Electric,Model-5,119415,49,288,2025-08-01
2597,Maharashtra,District-34,3W,Piaggio,Model-7,296049,56,488,2024-02-23
2598,Karnataka,District-12,3W,Piaggio,Model-2,231125,46,193,2024-10-30
2599,Maharashtra,District-41,2W,Ola Electric,Model-6,170976,35,314,2023-01-12
2600,Tamil Nadu,District-2,2W,Bajaj,Model-3,160825,10,326,2025-02-21
2601,Maharashtra,District-33,2W,Bajaj,Model-15,104596,30,593,2025-04-12
2602,Maharashtra,District-34,4W,Tata,Model-8,1168294,42,417,2025-08-16
2603,Gujarat,District-22,2W,TVS,Model-2,154353,20,227,2023-09-17
2604,Gujarat,District-26,2W,Ather,Model-8,134114,60,83,2025-01-11
2605,Maharashtra,District-23,2W,TVS,Model-9,106958,32,545,2025-04-01
2606,Maharashtra,District-41,2W,Bajaj,Model-2,114170,45,395,2023-02-27
2607,Karnataka,District-7,3W,Kinetic,Model-7,314032,15,200,2024-05-14
2608,Tamil Nadu,District-26,2W,TVS,Model-16,136036,51,420,2023-12-15
2609,Karnataka,District-40,2W,Bajaj,Model-10,90416,52,145,2024-04-23
2610,Maharashtra,District-24,3W,Piaggio,Model-2,309286,7,247,2023-04-05
2611,Maharashtra,District-10,2W,Ather,Model-5,118342,10,180,2023-11-18
2612,Uttar Pradesh,District-26,3W,Kinetic,Model-11,233680,28,305,2024-09-03
2613,Gujarat,District-40,2W,Ather,Model-6,104162,53,515,2025-07-15
2614,Tamil Nadu,District-34,3W,Kinetic,Model-1,275006,22,391,2025-07-01
2615,Maharashtra,District-29,2W,Ola Electric,Model-17,100678,36,51,2024-09-22
2616,Karnataka,District-3,3W,Mahindra,Model-20,324731,13,408,2024-11-05
2617,Karnataka,District-29,3W,Kinetic,Model-10,233945,15,418,2024-09-30
2618,Uttar Pradesh,District-30,2W,Ola Electric,Model-5,107537,29,379,2023-07-05
2619,Tamil Nadu,District-44,Bus,Tata Motors,Model-9,8253946,19,358,2024-03-13
2620,Karnataka,District-45,2W,Ather,Model-14,157491,23,533,2023-07-09
2621,Maharashtra,District-17,4W,Tata,Model-5,1565608,22,578,2025-04-29
2622,Tamil Nadu,District-21,2W,Ather,Model-7,149153,52,557,2024-02-01
2623,Maharashtra,District-5,Cargo,Tata Ace EV,Model-17,352284,7,298,2025-05-28
2624,Maharashtra,District-27,4W,Mahindra,Model-7,1577604,19,135,2023-10-28
2625,Kerala,District-41,3W,Piaggio,Model-19,221348,12,355,2025-05-04
2626,Gujarat,District-50,2W,Ather,Model-3,112164,30,161,2024-11-06
2627,Tamil Nadu,District-33,2W,Ather,Model-6,158333,40,525,2024-05-01
2628,Maharashtra,District-17,2W,Ola Electric,Model-3,144809,3,110,2023-01-23
2629,Maharashtra,District-1,2W,Bajaj,Model-7,94332,31,548,2025-09-27
2630,Tamil Nadu,District-14,2W,Ather,Model-8,93726,38,348,2023-03-04
2631,Delhi,District-18,3W,Mahindra,Model-17,268825,20,66,2023-12-25
2632,Maharashtra,District-19,2W,Ola Electric,Model-18,158033,25,212,2024-12-22
2633,Delhi,District-42,3W,Kinetic,Model-9,264570,41,273,2024-12-28
2634,Tamil Nadu,District-28,2W,Ola Electric,Model-7,98180,52,50,2025-10-07
2635,Gujarat,District-21,Bus,Tata Motors,Model-19,6455029,59,345,2024-09-17
2636,Maharashtra,District-34,4W,MG,Model-8,1433438,25,331,2025-06-05
2637,Delhi,District-45,2W,Bajaj,Model-13,97412,24,412,2025-09-18
2638,Karnataka,District-6,3W,Piaggio,Model-18,322915,8,62,2024-08-01
2639,Gujarat,District-14,4W,Tata,Model-3,1797323,38,473,2024-01-27
2640,Delhi,District-9,4W,Mahindra,Model-17,1809607,20,340,2023-06-01
2641,Gujarat,District-3,2W,Ola Electric,Model-17,146851,28,570,2023-01-19
2642,Tamil Nadu,District-36,2W,Bajaj,Model-14,164365,58,447,2025-07-26
2643,Gujarat,District-21,2W,Ather,Model-15,150803,25,494,2024-09-01
2644,Tamil Nadu,District-39,Cargo,Euler,Model-5,318902,9,267,2025-09-12
2645,Gujarat,District-42,2W,Ola Electric,Model-4,99252,6,134,2025-08-18
2646,Kerala,District-17,Bus,Ashok Leyland,Model-8,6803382,25,158,2023-02-10
2647,Maharashtra,District-38,2W,Ather,Model-18,148762,49,328,2024-01-27
2648,Delhi,District-46,4W,Hyundai,Model-2,1008908,2,478,2023-12-18
2649,Maharashtra,District-3,4W,Tata,Model-9,1715466,16,159,2025-02-24
2650,Maharashtra,District-3,3W,Mahindra,Model-11,342405,3,537,2023-12-24
2651,Tamil Nadu,District-25,3W,Piaggio,Model-20,237909,16,118,2024-12-17
2652,Uttar Pradesh,District-31,3W,Piaggio,Model-7,213907,22,48,2024-01-10
2653,Delhi,District-50,4W,Tata,Model-16,950461,11,127,2023-04-14
2654,Maharashtra,District-16,2W,Bajaj,Model-7,166778,34,503,2024-07-09
2655,Tamil Nadu,District-48,2W,TVS,Model-17,155283,9,468,2025-12-14
2656,Maharashtra,District-46,2W,Bajaj,Model-1,137366,14,507,2023-07-05
2657,Delhi,District-9,2W,Ather,Model-10,147722,32,523,2025-08-16
2658,Gujarat,District-41,2W,TVS,Model-17,156715,12,97,2023-02-09
2659,Karnataka,District-15,2W,Bajaj,Model-4,100437,27,40,2023-01-21
2660,Uttar Pradesh,District-10,Bus,Tata Motors,Model-3,5382608,22,352,2024-01-11
2661,Delhi,District-38,2W,TVS,Model-6,128346,60,116,2023-03-15
2662,Maharashtra,District-7,2W,Bajaj,Model-7,94327,17,514,2023-07-03
2663,Telangana,District-24,2W,TVS,Model-3,106504,35,238,2025-02-12
2664,Delhi,District-34,3W,Mahindra,Model-11,290504,14,593,2025-06-16
2665,Delhi,District-46,2W,Bajaj,Model-10,172042,51,312,2025-03-03
2666,Maharashtra,District-45,2W,TVS,Model-2,111231,39,143,2025-09-12
2667,Haryana,District-50,2W,Bajaj,Model-18,99479,3,340,2023-07-14
2668,Maharashtra,District-27,3W,Mahindra,Model-19,286344,37,496,2025-11-10
2669,Delhi,District-29,3W,Kinetic,Model-6,234006,55,479,2024-04-02
2670,Maharashtra,District-29,2W,TVS,Model-16,153676,25,530,2023-09-24
2671,Maharashtra,District-22,3W,Mahindra,Model-7,206772,14,348,2023-01-05
2672,Gujarat,District-1,2W,Ather,Model-3,149661,42,452,2025-04-23
2673,Karnataka,District-12,3W,Piaggio,Model-2,339401,4,206,2023-11-20
2674,Karnataka,District-26,3W,Kinetic,Model-3,241894,17,472,2025-03-19
2675,Maharashtra,District-50,2W,Ather,Model-2,170207,43,496,2025-04-18
2676,Maharashtra,District-1,2W,Ather,Model-18,106626,8,394,2024-08-06
2677,Maharashtra,District-20,3W,Kinetic,Model-20,249415,46,574,2023-07-18
2678,Maharashtra,District-20,2W,Ather,Model-12,134619,33,500,2023-11-27
2679,Tamil Nadu,District-35,2W,Ather,Model-3,165835,5,141,2024-12-21
2680,Karnataka,District-30,3W,Piaggio,Model-12,205267,6,376,2023-04-07
2681,Maharashtra,District-31,2W,TVS,Model-1,144619,31,289,2023-12-13
2682,Delhi,District-5,4W,MG,Model-10,1138512,48,228,2024-03-14
2683,Tamil Nadu,District-29,2W,Ather,Model-5,118135,51,176,2024-05-13
2684,Gujarat,District-20,4W,MG,Model-9,1168351,24,212,2025-10-30
2685,Rajasthan,District-35,2W,Ola Electric,Model-2,119000,53,282,2023-03-28
2686,Maharashtra,District-4,4W,MG,Model-16,1232016,22,205,2024-01-11
2687,Delhi,District-7,Cargo,Tata Ace EV,Model-19,430740,32,128,2025-07-27
2688,Kerala,District-34,3W,Piaggio,Model-3,333207,49,583,2023-12-19
2689,Tamil Nadu,District-14,4W,Tata,Model-20,1206958,4,456,2024-03-23
2690,Maharashtra,District-11,3W,Kinetic,Model-1,245563,6,280,2023-05-24
2691,Uttar Pradesh,District-33,4W,Tata,Model-4,1803151,11,200,2023-12-23
2692,Kerala,District-33,3W,Kinetic,Model-4,270880,36,218,2025-05-25
2693,Maharashtra,District-23,2W,Bajaj,Model-13,95290,48,568,2023-02-10
2694,Tamil Nadu,District-24,2W,TVS,Model-7,148888,42,264,2025-10-30
2695,Maharashtra,District-13,3W,Mahindra,Model-16,274243,53,144,2025-03-23
2696,Maharashtra,District-38,3W,Piaggio,Model-6,245087,52,215,2025-04-03
2697,Delhi,District-15,Bus,Tata Motors,Model-13,4551519,9,242,2023-10-10
2698,Maharashtra,District-15,2W,Ather,Model-19,174393,26,372,2023-06-04
2699,Uttar Pradesh,District-6,2W,Bajaj,Model-6,148858,30,246,2023-09-04
2700,Gujarat,District-3,2W,Ather,Model-1,90097,33,510,2023-01-21
2701,Maharashtra,District-25,2W,Bajaj,Model-16,101259,40,443,2023-01-04
2702,Tamil Nadu,District-4,2W,TVS,Model-20,146609,53,306,2023-01-16
2703,Tamil Nadu,District-8,2W,Ola Electric,Model-7,116617,18,539,2023-09-08
2704,Tamil Nadu,District-15,3W,Piaggio,Model-10,317646,5,173,2023-05-22
2705,Rajasthan,District-49,2W,Ather,Model-5,171353,31,240,2023-12-13
2706,Maharashtra,District-26,Bus,Tata Motors,Model-12,8663844,22,497,2024-05-16
2707,Tamil Nadu,District-47,2W,Bajaj,Model-3,102996,30,318,2024-12-27
2708,Maharashtra,District-25,4W,Hyundai,Model-3,1737377,27,209,2024-09-22
2709,Rajasthan,District-36,2W,Ather,Model-10,109984,58,196,2024-03-13
2710,Karnataka,District-5,2W,Ather,Model-11,128499,11,349,2024-10-31
2711,Haryana,District-32,4W,Tata,Model-20,1268597,18,501,2024-07-03
2712,Kerala,District-14,2W,Bajaj,Model-1,95825,44,200,2024-11-10
2713,Delhi,District-8,2W,Ola Electric,Model-12,135058,45,115,2025-05-03
2714,Telangana,District-38,2W,Ather,Model-7,139530,17,462,2024-04-21
2715,Maharashtra,District-26,2W,Ola Electric,Model-16,179089,52,521,2023-10-16
2716,Tamil Nadu,District-17,3W,Piaggio,Model-1,211667,15,581,2024-07-05
2717,Tamil Nadu,District-15,2W,Ather,Model-12,149000,5,324,2025-08-07
2718,Delhi,District-23,Bus,Ashok Leyland,Model-3,8676659,53,99,2024-03-14
2719,Tamil Nadu,District-35,2W,Ola Electric,Model-13,161373,58,42,2023-11-04
2720,Maharashtra,District-34,2W,Ola Electric,Model-8,145837,23,558,2024-01-07
2721,Maharashtra,District-27,Bus,Ashok Leyland,Model-1,3694931,48,266,2023-08-26
2722,Maharashtra,District-25,3W,Kinetic,Model-19,271331,22,295,2025-09-15
2723,Karnataka,District-44,2W,Ather,Model-3,165037,34,118,2025-05-24
2724,Karnataka,District-15,2W,Bajaj,Model-1,103981,19,257,2023-10-01
2725,Gujarat,District-12,3W,Piaggio,Model-16,312579,42,542,2023-11-20
2726,Maharashtra,District-9,2W,Ola Electric,Model-2,122575,37,241,2024-07-28
2727,Gujarat,District-35,3W,Piaggio,Model-13,300591,17,389,2025-04-18
2728,Karnataka,District-28,4W,Hyundai,Model-20,1654990,32,192,2024-09-18
2729,Maharashtra,District-48,2W,Ather,Model-2,167874,4,525,2023-05-08
2730,Karnataka,District-36,3W,Piaggio,Model-1,349529,54,121,2024-05-10
2731,Karnataka,District-47,3W,Kinetic,Model-19,321200,57,476,2023-05-29
2732,Delhi,District-13,2W,Ola Electric,Model-10,149665,58,477,2024-08-24
2733,Karnataka,District-49,2W,TVS,Model-20,165365,29,190,2023-05-06
2734,Maharashtra,District-23,4W,MG,Model-4,890685,21,264,2025-09-26
2735,Maharashtra,District-34,2W,TVS,Model-6,127761,42,502,2024-03-15
2736,Tamil Nadu,District-18,3W,Piaggio,Model-13,226617,31,600,2024-06-13
2737,Kerala,District-34,4W,Hyundai,Model-2,1482085,13,354,2024-03-15
2738,Haryana,District-46,2W,Bajaj,Model-7,114373,10,330,2023-11-03
2739,Rajasthan,District-31,2W,Ola Electric,Model-11,167136,38,90,2024-01-14
2740,Maharashtra,District-6,2W,TVS,Model-11,100520,33,84,2024-05-22
2741,Maharashtra,District-15,2W,Ola Electric,Model-8,121632,42,577,2024-03-24
2742,Tamil Nadu,District-24,2W,TVS,Model-9,174578,22,69,2025-09-29
2743,Maharashtra,District-49,2W,TVS,Model-6,90099,5,127,2025-10-31
2744,Kerala,District-47,2W,Ola Electric,Model-5,131157,40,146,2023-05-12
2745,Gujarat,District-13,3W,Piaggio,Model-11,219906,26,596,2023-06-23
2746,Karnataka,District-5,2W,TVS,Model-9,93609,34,257,2025-11-14
2747,Tamil Nadu,District-33,2W,Ather,Model-4,107865,11,187,2025-09-03
2748,Gujarat,District-2,2W,TVS,Model-20,165371,51,210,2024-09-10
2749,Maharashtra,District-10,2W,TVS,Model-13,151007,41,488,2024-01-31
2750,Karnataka,District-7,2W,Bajaj,Model-13,143405,32,476,2025-06-22
2751,Tamil Nadu,District-45,2W,Bajaj,Model-16,127299,50,588,2023-06-22
2752,Karnataka,District-40,2W,TVS,Model-7,127757,51,266,2025-12-11
2753,Maharashtra,District-47,3W,Kinetic,Model-1,245269,44,505,2025-05-16
2754,Uttar Pradesh,District-5,3W,Piaggio,Model-12,330736,47,301,2025-05-18
2755,Uttar Pradesh,District-49,2W,TVS,Model-7,163184,32,213,2023-10-01
